# time Tc_folded Tref_folded model 
59308.829646 -1.425260 0.234417     0.863049
59308.861428 -1.393478 0.236586     0.848333
59308.893210 -1.361696 0.238755     0.833479
59308.924992 -1.329914 0.240924     0.818492
59308.956774 -1.298132 0.243093     0.803377
59308.988556 -1.266350 0.245262     0.788141
59309.020338 -1.234568 0.247431     0.772789
59309.052120 -1.202786 0.249600     0.757327
59309.083901 -1.171004 0.251769     0.741759
59309.115683 -1.139222 0.253938     0.726091
59309.147465 -1.107440 0.256107     0.710329
59309.179247 -1.075658 0.258276     0.694478
59309.211029 -1.043876 0.260445     0.678543
59309.242811 -1.012094 0.262614     0.662529
59309.274593 -0.980312 0.264783     0.646441
59309.306375 -0.948530 0.266952     0.630285
59309.338157 -0.916748 0.269121     0.614066
59309.369939 -0.884966 0.271290     0.597787
59309.401721 -0.853184 0.273459     0.581455
59309.433503 -0.821402 0.275628     0.565074
59309.465285 -0.789620 0.277797     0.548649
59309.497067 -0.757838 0.279966     0.532184
59309.528849 -0.726056 0.282135     0.515685
59309.560631 -0.694274 0.284304     0.499155
59309.592413 -0.662492 0.286473     0.482599
59309.624195 -0.630710 0.288642     0.466022
59309.655977 -0.598928 0.290811     0.449427
59309.687759 -0.567146 0.292980     0.432820
59309.719541 -0.535364 0.295149     0.416204
59309.751323 -0.503582 0.297318     0.399584
59309.783105 -0.471800 0.299487     0.382963
59309.814887 -0.440018 0.301656     0.366345
59309.846669 -0.408236 0.303825     0.349734
59309.878451 -0.376454 0.305994     0.333135
59309.910233 -0.344672 0.308163     0.316550
59309.942015 -0.312890 0.310332     0.299984
59309.973797 -0.281108 0.312501     0.283440
59310.005579 -0.249326 0.314670     0.266921
59310.037361 -0.217544 0.316839     0.250431
59310.069143 -0.185762 0.319008     0.233974
59310.100925 -0.153980 0.321177     0.217552
59310.132707 -0.122198 0.323346     0.201169
59310.164489 -0.090416 0.325515     0.184828
